Stock Code,Name
8300,ROYALGPHLG
1660,ZHAOBANGJI LIFE
1302,LIFETECH SCI
1541,IMMUNEONCO-B
2039,CIMC
611,CNE TECH CORP
1873,VIVA BIOTECH
1813,KWG GROUP
618,PKU RESOURCES
1850,HSC RESOURCES
2799,CHINA HUARONG
440,DAH SING
2355,BAOYE GROUP
811,XINHUA WINSHARE
1672,ASCLETIS-B
854,WILLAS-ARRAY
2142,HBM HOLDINGS-B
2518,AUTOHOME-S
690,UNI-BIO GROUP
471,SILKWAVE INC
1499,OKG TECH
2616,CSTONE PHARMA-B
85,CE HUADA TECH
1440,STAR SHINE HLDG
970,NEW SPARKLEROLL
2315,BIOCYTOGEN-B
697,SHOUCHENG
1286,IMPRO PRECISION
1397,BAGUIO GREEN
3380,LOGAN GROUP
3600,MODERN DENTAL
9608,SUNDY SERVICE
2260,VANOV HOLDINGS
3339,LONKING
9959,LINKLOGIS-W
1401,SPROCOMM INTEL
6055,CTIHK
73,ASIAN CITRUS
2273,GUSHENGTANG
207,JOY CITY PPT
2392,XUANWU CLOUD
1341,HAO TIAN INTL
1992,FOSUN TOURISM
2490,LC LOGISTICS
165,CHINA EB LTD
1860,MOBVISTA
1070,TCL ELECTRONICS
6626,YUEXIU SERVICES
666,REPT BATTERO
83690,MEITUAN-WR
8047,CHINA OCEAN GP
6806,SWHY
2250,B.DUCK SEMK
6682,FOURTH PARADIGM
9636,JF WEALTH
2279,YONGHE MEDICAL
506,CHINA FOODS
6099,CMSC
1475,NISSIN FOODS
1027,CHINA JICHENG
9690,TUHU-W
272,SHUI ON LAND
2486,PLUS GP HOLDING
2025,RUIFENG POWER
8446,BRIGHTSTAR TECH
553,NANJING PANDA
1137,HK TECH VENTURE
2516,FAR INTL
323,MAANSHAN IRON
1247,MIKO INTL
1263,PC PARTNER
1277,KINETIC DEV
2325,YUNKANG GROUP
751,SKYWORTH GROUP
53,GUOCO GROUP
1515,CR MEDICAL
1270,LANGHAM-SS
1745,LVJI TECH
1647,GRANDSHORES
6622,ZHAOKE OPHTH-B
1317,MAPLELEAF EDU
2105,LAEKNA-B
1963,BCQ
6610,FLOWING CLOUD
1418,SINOMAX GROUP
179,JOHNSON ELEC H
1346,LEVER STYLE
1689,HUAXIHOLDINGS
3996,CH ENERGY ENG
327,PAX GLOBAL
612,DING YI FENG
1870,ACME INTL HLDGS
8223,ZYY
1381,CANVEST ENV
1382,PACIFICTEXTILES
2189,KATO (HK) HLDGS
511,TVB
8350,WELL LINK SEC
2120,KN HOSPITAL
3306,JNBY
410,SOHO CHINA
3816,KFM KINGDOM
213,NATIONAL ELEC H
9923,YEAHKA
290,GOFINTECH INNOV
2188,TITANS ENERGY
52,FAIRWOOD HOLD
6889,DYNAM JAPAN
1376,RAFFLESINTERIOR
865,JIANDE INT'L
1949,PLATT NERA
875,CHINA FIN INV
1969,CHINA CHUNLAI
1280,QIDIAN GUOFENG
1162,LUMINA GROUP
308,CHINA TRAVEL HK
2378,PRU
807,SIICENVIRONMENT
6138,HARBIN BANK
321,TEXWINCA HOLD
3309,C-MER EYE
1751,KINGLAND GROUP
1204,BOARDWARE INTEL
